codigo;numeracion;denominacion;precio
3117;6800549-1;SEMAFORO PEQUEÑO ROJO-VERDE 220V 65-L LSD-001(FC);189
3118;6810001-1;BISAGRA (ALCRIN) REFERENCIA 50.60-04;73
3119;6810002-1;BISAGRA (NYLON) REFERENCIA 50.60-05;30
3120;6810003-1;JUNTA TORICA OR-23,39X3,53 VITON REFRIGERADOR OMAR;20
3121;6810004-1;JUNTA TORICA OR-18X4 VITON REFRIGERADOR OMAR;16
3122;6810005-1;JUNTA TORICA OR-177,47X2,62 VITON REFRIG.OMAR;79
3123;6810006-1;LEVA ACCIONAMIENTO IZQUIERDA REFERENCIA SELCOM 3201.04.00141;39
3124;6811000-1;LLAVE A-903 (CERRADURA R-135 ARMARIO);5
3125;6816000-1;TARJETA OPERADOR SELCOM RC-24 PARA PTA CAB. MOTOR 24V-REFERENCIA 5302.05.9012;2335
3126;6816001-1;TARJETA OPERADOR SELCOM RC-48 PARA PTA CAB. MOTOR 48V- REFERENCIA 5302.05.9003;1137
3127;6820102-1;VENTILADOR REGULADOR VELOCIDAD CT 3251-0814-01;116
3128;6820102-2;VENTILADOR REGULADOR VELOCIDAD CT 3251-0824-01;121
3129;6820102-3;VENTILADOR REGULADOR VELOCIDAD CT 3251-2038-00;213
3130;6820102-4;VENTILADOR REGULADOR VELOCIDAD CT 3251-1824-01;233
3131;6820102-5;VENTILADOR REGULADOR VELOCIDAD CT 3251-2024-00;249
3132;6820102-6;VENTILADOR REGULADOR VELOCIDAD CT 4805-1001;18
3133;6820801-1;SENSOR MAGNETICO STEM REFERENCIA C121 1V DA ZA02;25
3134;6821500-1;MUELLE GRUPO VALVULAS REFERENCIA 0512 MORIS;29
3135;6821502-1;DEPOSITO PLASTICO CENTRAL BUCHER;2077
3136;6821503-1;TORNILLO N4 Ø 0,90 VALVULA VMP/S-1.1/4.REFERENCIA R60060077 GMV;1
3137;6821701-1;JUEGO DE JUNTAS PISTON DIAMETRO 180 MORIS;412
3138;6823700-1;CALCE DE ALUMINIO PASAMANOS S/MUESTRA;11
3139;6824000-1;GUIADOR HOJA DE CABINA C8 I;62
3140;6824001-1;"""""""PATIN MOVIL ESP.OPERAD. R. """"""""ORONA""""""""OCI2 PL-800 VVVF""""""";642
3141;6824002-1;"""""""PATIN MOVIL ESP.OPERAD. R. """"""""ORONA""""""""OCD2 PL-800 VVVF""""""";642
3142;6824007-1;POLEA MOTOR DIAMETRO 30 10.21-02 FERMATOR;40
3143;6826100-1;PEGATINA GRANDE FLECHA RELIEVE PULSADOR DE PISOTDS;29
3144;6826301-1;ROTULO INSCRIPCION RESCATEL(BOTONERA CABINA);5
3145;6828101-1;"""""""NEOPRENE ELSCO ROLLER WHEEL MODEL """"""""A/B"""""""" (D=152MM)""""""";257
3146;6828101-2;"""""""NEOPRENE ELSCO ROLLER WHEEL MODEL """"""""C/D"""""""" (D=80MM)""""""";191
3147;6829300-1;INT. DIFER. ALTA INMUN. 4P 63A 300MA MERLIN GERIN;231
3148;6829301-1;INT. DIFER. ALTA INMUN. 4P 40A 300MA MERLIN GERIN;1556
3149;6829706-1;PLACA ALUMINIO R.A.E.;3
3150;6900001-1;CERROJO 4101 DE 6OMM ESMALTADO S/CERRADERO;158
3151;6900003-1;VENTANA PARA CUARTO DE MAQUINAS;188
3152;6900004-1;REJILLA PARA CUARTO DE MAQUINAS;259
3153;6900006-1;PUERTA SALA MAQUINAS APERTURA DCHA.L=800 (FC);495
3154;6900010-1;CERRADURA PUERTA CUARTO MAQUINAS;103
3155;6900011-1;JUEGO DE MANILLAS ESTANDAR PZ (NOVOFERM ALSAL);79
3156;6900014-1;"""""""CILINDRO CON BOTON """"""""TESA"""""""" REFERENCIA 503B3030L (FC)""""""";141
3157;6900160-1;BISAGRA PUERTA 2109050X70;32
3158;6900400-1;GANCHO PARA CUARTO DE MAQUINAS;88
3159;7011162-1;SOPORTE DE GUIA CH.3X85X200;2
3160;7011165-1;SOPORTE A PARED CH.3X96X240;3
3161;7011195-1;PASAMUROS PROTECCION CONJUNTO MÁQUINA CHAPA 1X78X378;8
3162;7011196-1;TAPA PROTECCION CONJUNTO MÁQUINA. CHAPA 1X200X200;4
3163;7011602-1;SOPORTE DE GUIAS CHAPA 3*90*160;5
3164;7011602-1;SOPORTE DE GUIAS CHAPA 3X90X160;4
3165;7011605-1;SOPORTE DE GUIAS CHAPA 4*160*188,5;13
3166;7011605-1;SOPORTE DE GUIAS CHAPA 4X160X188,5;10
3167;7011607-1;SOPORTE DE GUIAS CHAPA 5X190X230;10
3168;7011607-2;SOPORTE DE GUIAS EN FOSO CH.5X190X230;11
3169;7011951-1;SOPORTE ESCALERA A PARED FOSO;11
3170;7011951-1;SOPORTE ESCALERA A PARED FOSO CHAPA 1,5X100X390;8
3171;7012020-1;ZARPA GUIA M34 CHAPA 4X132. 5X347;17
3172;7030680-1;SIN-FIN 0-164 54:1;1172
3173;7030681-1;SIN-FIN 0-164 45:1;1474
3174;7030689-1;ACOPLAMIENTO MOTOR O-185;549
3175;7030690-1;ACOPLAMIENTO MAQUINA O-185;562
3176;7031007-1;DISCO FIELTRO ELECTROIMAN G-556 117/65X4;15
3177;7031100-1;CASQUILLO BRON.DIAMETRO 47/37X60 MAT.C.O-164;263
3178;7031317-1;REFUERZO APOYO CEPO O-170 LL.30X10X200;21
3179;7031321-1;ARANDELA GUIA MUELLE O-170 RED;1
3180;7031321-1;ARANDELA GUIA MUELLE O-170 RED.35X7;12
3181;7031323-1;POLEA TRACCION 570-5/13 O-170;1316
3182;7031324-1;POLEA TRACCION 700-3/11 O-170;4588
3183;7031325-1;POLEA TRACCION 450-5/11 O-170;3649
3184;7031326-1;POLEA TRACCION 570-4/11 (V=35) O-170;745
3185;7031327-1;POLEA TRACCION 530-4/11 O-170;591
3186;7031334-1;ESPARRAGO CALI 8.98*185;5
3187;7031334-1;ESPARRAGO CALI.8,98X185 ZINCADO;5
3188;7031355-1;POLEA TRACCION 600-5/13 O-170;869
3189;7031360-1;POLEA TRACCION 770-3/11 O-170;715
3190;7031365-1;EJE SIN-FIN O-170 45:1 DIAMETRO 74,35X877;1135
3191;7031366-1;EJE SIN-FIN O-170 55:1 DIAM.69,21X877;1145
3192;7031369-1;EJE SIN-FIN O-170 47:2 DIAM.72,87X951,5;1275
3193;7031375-1;POLEA TRACCION 600-3/8 O-170;748
3194;7031379-1;POLEA TRACCION 770-4/8 O-170;715
3195;7031384-1;POLEA TRACCION 570-5/11 O-170;1316
3196;7031385-1;POLEA TRACCION 570-3/11 (B=100) O-170;919
3197;7031387-1;POLEA TRACCION 530-4/13 O-170;1208
3198;7031394-1;CASQUILLO SEPARADOR O-170 DIAM.65X40;111
3199;7031410-1;POLEA TRACCION 450-6/11 O-170 (B=102);817
3200;7031412-1;POLEA DE TRACCION 530-5-11 O-170;1602
3201;7031412-1;POLEA TRACCION 530-5/11 O-170 (V=40);1208
3202;7031413-1;POLEA TRACCION 570-4/11 O-170 (B=102);928
3203;7031413-1;POLEA TRACCION 570-4/11 O-170 (B=102);1340
3204;7031414-1;POLEA TRACCION 600-4/8 O-170 (V=40);748
3205;7031416-1;POLEA TRACCION 600-5/9 O-170 (V=40);1134
3206;7031417-1;POLEA DE TRACCION 600-300/11;1030
3207;7040003-1;POLEA TRACCION 320 6/8 G03 (B=80);605
3208;7040003-2;POLEA TRACCION 320 7/8 G03 (B=85);605
3209;7040210-1;EJE SIN-FIN 1V. 56:1 REDUCCION 50X600;1423
3210;7040236-1;EJE SIN-FIN 2VELOCIDADES 48:1 REDUCCION 51X678;1393
3211;7040550-1;POLEA TRACCION DIAMETRO 750-3/8 MAQUI.O-130;5089
3212;7040554-1;POLEA TRACCION DIAMETRO 500-3/11 O130 (V=35);573
3213;7040555-1;POLEA TRACCION DIAM. 450-3/11 O130;407
3214;7040556-1;POLEA TRACCION DIAM. 550-3/11 O130;476
3215;7040564-1;POLEA TRACCION DIAMETRO 500-3/8 (B=100)O130;573
3216;7040565-1;POLEA TRACCION DIAM.550-3/11 S=105:O130;476
3217;7040567-1;POLEA TRACCION DIAMETRO 550-4/11 (B=102);767
3218;7040568-1;POLEA TRACCION DIAMETRO 500-4/11 (B=102);650
3219;7040570-1;POLEA TRACCION DIAMETRO 550-3/8 (B=102)O130;476
3220;7040571-1;POLEA TRACCION DIAMETRO 550-3/11 O130(B=102);476
3221;7040575-1;POLEA TRACCION DIAMETRO 500-4/9 (V=40);573
3222;7040577-1;POLEA TRACCION DIAMETRO 550-4/9 (V=40);476
3223;7040661-1;EJE LENTO O-130A RED.66X487;179
3224;7040662-1;EJE RUEDA HELICOIDAL 70X349 MAQUIN.0-130;136
3225;7040663-1;EJE LENTO O-130A RED.70X486;179
3226;7040715-1;CASQUILLO EJE LENTO MAQUINA O-130;240
3227;7040727-1;SOPORTE CAPOTA POLEA O-130 CHAPA 3X356X434;22
3228;7040902-1;EJE BRAZO FRENO DIAMETRO 10 X 80;11
3229;7040950-1;SOPORTE EXTERIOR O-130A;57
3230;7040951-1;TAPA SOPORTE EXTERIOR O-130A;5
3231;7040952-1;TAPA SOPORTE LADO POLEA O-130A;6
3232;7040956-1;POLEA TRACCION 375-5/9 O-130A;415
3233;7040957-1;POLEA TRACCION 375-4/9 O-130A;415
3234;7040958-1;POLEA TRACCION DIAMETRO 600-3/11 O-130A;674
3235;7040962-1;POLEA TRACCION DIAM.500-3/8 (V=40) O130;573
3236;7040964-1;POLEA TRACCION DIAMETRO 500-4/8 (V=40);573
3237;7040965-1;POLEA TRACCION DIAMETRO 550-4/8 (V=40);476
3238;7041100-1;CASQUILLO PARA EJE SIN-FIN 56X45X70;84
3239;7041105-1;ARANDELA SEGURIDAD POLEA CHAPA 1X72X50;4
3240;7041230-1;PROTECCION POLEA O-140 CHAPA 1,5X360X502;52
3241;7041254-1;POLEA TRACCION DIAMETRO 340-5/8 (B=85);419
3242;7041255-1;POLEA TRACCION DIAMETRO 340-6/8 (B=85);419
3243;7041256-1;BRAZO FRENO LADO POLEA O-140;43
3244;7041256-2;BRAZO FRENO LADO TAPA O-140;43
3245;7041257-1;EJE BRAZO FRENO O-140 HEXAGONAL 26X104;11
3246;7041259-1;TAPA EJE LENTO O-140;206
3247;7041274-1;CASQUILLO CARCASA MAQUINA O-140;267
3248;7041317-1;POLEA TRACCION DIAMETRO 166 4/6,5 M33 OPT320,450 Kg;119
3249;7041318-1;POLEA TRACCION DIAMETRO 166 5/6,5 M33 OPT 630 Kg;119
3250;7041319-1;POLEA TRACCION DIAM.166 6/6,5 M33 OPT 800,1000KG;116
3251;7041322-1;PROTECCION POLEA GEARLESS Q<=630 CHAPA 2,5X200X275;19
3252;7041339-1;TAPA AMARRE ENCODER MAQUINA GEARLESS M33 OPTIMIZADO;24
3253;7041349-1;PROTECCION POLEA GEARLESS Q>1000 CHAPA 2X200X324;16
3254;7060657-1;EJE POLEA DESVIO DIAM.45X127;64
3255;7060677-1;CASQUILLO POLEA TUBO 90X37,5;42
3256;7060678-1;EJE DE POLEA DESVIO DIAMETRO 75X240;319
3257;7060720-1;EJE 4/8-4/9 SOPORTE FUNDICION D.45X220;186
3258;7060830-1;SOPORTE DE POLEA DESVIO 3/11;341
3259;7070425-1;EJE POLEA DIAMETRO 70X285;355
3260;7070698-1;PROTECTOR DERECHO POLEA DESVIO O-170 CHAPA 1,5X234X250;4
3261;7090063-1;SOPORTE LLANTA 90X8X180 CHASIS C-0,65;45
3262;7090395-1;ROZADERA FRONT.25X25X203 DESL.TIPO A/0,6;207
3263;7090424-1;ROZADERA LATERAL 30X20X159 DESLIZ.CH.C-2,5;107
3264;7090425-1;ROZADERA FRONT.20X20X159 DESLIZ.CH.C-2,5;131
3265;7090434-1;ROZADERA LATERAL 37X20X203 DESLIZ.SUPERIOR C-4;225
3266;7091404-1;EJE POLEA DESVIO DIAMETRO 70X235;199
3267;7092062-1;CALCE PES. ORONA CHAPA 1X50X50;1
3268;7092372-1;SOPORTE CAPTADOR D-5000 CHAPA 3X185X250;6
3269;7092917-1;DESLIZADERA CHASIS AH-920;15
3270;7092971-1;SOPORTE ENGRASADOR G-9 CHAPA 1,5X100X154;7
3271;7093055-1;CAPOTA INFERIOR P. 450 D-832 CHAPA 1,5X490X913;32
3272;7093056-1;CAPOTA SUPERIOR P. 450 D-832 CHAPA 1,5X344X490;12
3273;7093261-1;SOPORTE ENGRASADOR CH.1,5X90X101;7
3274;7093606-1;ZAPATA ESTRIADA PARACAIDAS B9/B16 PLUS;79
3275;7093767-1;CALCE CHASIS CH.1X120X144;1
3276;7093770-1;PERFIL PROTECTOR DE CABLES M33;3
3277;7093789-1;SOPORTE ENGRASADOR/CAPTADOR M33 CH.3X174,34X250;28
3278;7093799-1;TUBO ANTISALIDA CABLES DIAM.18X72;8
3279;7093799-10;TUBO ANTISALIDA CABLES DIAMETRO 18X138;17
3280;7093799-2;TUBO ANTISALIDA CABLES DIAM.18X84;8
3281;7093799-3;TUBO ANTISALIDA CABLES DIAMETRO 18X88;13
3282;7093799-4;TUBO ANTISALIDA CABLES DIAMETRO 18X110;13
3283;7093799-5;TUBO ANTISALIDA CABLES DIAM.18X156;13
3284;7093799-6;TUBO ANTISALIDA CABLES DIAMETRO 18X160;16
3285;7093799-7;TUBO ANTISALIDA CABLES DIAMETRO 18X102;13
3286;7093799-8;TUBO ANTISALIDA CABLES DIAMETRO 18X68;14
3287;7093799-9;TUBO ANTISALIDA CABLES DIAMETRO 18X199;20
3288;7093916-1;ELEMENTO DESLIZANTE C-10;78
3289;7094055-1;EJE POLEA DESVIO DIAM.55X415;218
3290;7094275-1;DESLIZADERA CHASIS LATERAL;25
3291;7094406-1;PLACA IMPACTO BUFFER.CH.6X100X120;9
3292;7094458-1;EJE ACCIONAM.BARRA ACUÑAM.CHASIS M33 OPT;74
3293;7094473-1;PROTECTOR ACEITE ENGRASE GUIAS CHAPA 1,5X201,5X314;18
3294;7094478-1;PROTECTOR ACEITE GUIAS CHASIS CABINA M33 CONFORT;2
3295;7100442-1;VASO APRIETAMUELLE 11 DIAMETRO 50X110;18
3296;7100621-1;PLACA LLANTA 160X12X110 CHASIS CONTRAPESO;81
3297;7103004-1;EJE POLEA DESVIO CHAS.CONT.DIAM.45X372;177
3298;7103011-1;PLACA CABLES CHASIS CONTRAPESO 12X160X112;10
3299;7103152-1;EJE SEPARADOR ANTISALIDA CABLES DIAM.14X78;8
3300;7103152-10;EJE SEPARADOR ANTISALIDA CABLES DIAMETRO 14X205;22
3301;7103152-11;EJE SEPARADOR ANTISALIDA CABLES DIAMETRO 14X144;17
3302;7103152-2;EJE SEPARADOR ANTISALIDA CABLES DIAM.14X90;8
3303;7103152-3;EJE SEPARADOR ANTISALIDA CABLES DIAMETRO 14X94;11
3304;7103152-5;EJE SEPARADOR ANTISALIDA CABLES DIAM.14X162;13
3305;7103152-6;EJE SEPARADOR ANTISALIDA CABLES DIAMETRO 14X166;20
3306;7103152-7;EJE SEPARADOR ANTISALIDA CABLES DIAM.14X82;8
3307;7103152-8;EJE SEPARADOR ANTISALIDA CABLES DIAMETRO 14X108;11
3308;7103152-9;EJE SEPARADOR ANTISALIDA CABLES DIAMETRO 14X74;10
3309;7103156-1;CAPOTA SUPERIOR DIAM.450 CH.1,5X247X409;7
3310;7103156-2;CAPOTA SUPERIOR DIAM.450 CH.1,5X312X409;9
3311;7103565-1;EJE POLEA DESVIO CHAS.CONT.DIAM.45X174;50
3312;7103674-1;REFUERZO DESLIZADERA CONTR.P-35 CH.2,5X55X59;1
3313;7103990-1;EJE POLEA DESVIO CHAS.CONT.DIAM.55X204;127
3314;7104006-1;PLACA TOPE MUELLES M33 EXT.POLIAMIDA 25X150X150;79
3315;7104116-1;EJE DE POLEA DESVIO DIAMETRO 70X262;278
3316;7110052-1;CAPOTA LIMITADOR L-250 250x171x1,5;19
3317;7110096-1;CAPOTA DE PLASTICO LIMITADOR L-250;26
3318;7110345-1;CALCE CAPERUZA LIMITADOR ALJO CH.1X150X196;2
3319;7110584-1;CAPOTA POLEA TENSORA CHAPA 1X103X180;9
3320;7110599-1;CAPOTA POLEA TENSORA CHAPA 1X161X280;47
3321;7120034-1;CHAPA AMARRE PATIN CH.5X110X130;3
3322;7140005-1;REMATE PANEL DE MANDOS LARGO C/ RECUBBRIMIENTO ANODIZADO L=2150;28
3323;7140005-10;REMATE PANEL MANDOS LARGO  C- RECUB. ANODIZADO L=2150;41
3324;7140005-10;REMATE PANEL MANDOS LARGO C/RECUB.ANODIZADO L=2150;31
3325;7140005-2;REMATE PANEL MANDOS LARGO C/RECUB.LACADO L=1950;20
3326;7140005-3;REMATE PANEL MANDOS LARGO C/RECUB.LACADO L=2050;24
3327;7140005-4;REMATE PANEL MANDOS LARGO C/RECUB.LACADO L=2150;25
3328;7140005-6;REMATE PANEL MANDOS CORTO C/RECUB.LACADO L=1665,5;20
3329;7140005-8;REMATE PANEL MANDOS LARGO C/RECUB.ANODIZADO L=1950;26
3330;7140005-9;REMATE PANEL MANDOS LARGO C/RECUB.ANODIZADO L=2050;30
3331;7140017-1;ESCUADRA FIJACION REMATE BOT.OR02;1
3332;7140018-1;PAPEL INSCRIPCION CLIENTE ORONA OR02;1
3333;7140018-2;PAPEL INSCRIPCION CLIENTE PECRES OR02;1
3334;7140018-3;PAPEL INSCRIPCION CLIENTE BALEAR OR02;1
3335;7140018-4;PAPEL INSCRIPCION FIRE SERVICE CONTROL OR02;1
3336;7140018-6;PAPEL INSCRIPCION PRESS ALARM BUTTON OR02;1
3337;7140018-7;PAPEL INSCRIPCION OBSERV.ESPECIALES OR02;1
3338;7140057-10;REMATE MELAMINA LACADO MANGANESO OR02 L=1063;10
3339;7140057-11;REMATE MELAMINA LACADO MANGANESO OR02 L=1207;11
3340;7140057-12;REMATE MELAMINA LACADO MANGANESO OR02 L=1213;11
3341;7140057-13;REMATE MELAMINA LACADO MANGANESO OR02 L=1257;11
3342;7140057-14;REMATE MELAMINA LACADO MANGANESO OR02 L=1363;12
3343;7140057-4;REMATE MELAMINA LACADO MANGANESO OR02 L=217;2
3344;7140057-5;REMATE MELAMINA LACADO MANGANESO OR02 L=768;7
3345;7140057-6;REMATE MELAMINA LACADO MANGANESO OR02 L=917;8
3346;7140057-7;REMATE MELAMINA LACADO MANGANESO OR02 L=943;8
3347;7140057-8;REMATE MELAMINA LACADO MANGANESO OR02 L=1043;9
3348;7140058-3;CANTONERA OR02 HC=2300 H=2221 LACADO MANGANESE;22
3349;7140058-5;CANTONERA OR02 HC=2200 H=2121 ANODIZADO INOXIDABLE;27
3350;7140059-1;SOPORTE APOYO PAÑOS INFERIOR SIN PLEGAR OR02;1
3351;7140060-1;SOPORTE APOYO PAÑOS INFERIOR PLEGADO OR02;4
3352;7140061-1;SOPORTE APOYO PAÑOS SUPERIOR SIN PLEGAR OR02;1
3353;7140062-1;SOPORTE APOYO PAÑOS SUPERIOR PLEGADO OR02;2
3354;7140063-1;SOPORTE APOYO CUBRIDOR BOTONERA PLEGADO OR02;3
3355;7140071-8;RECUBRIMIENTO MELAMINA LATE.PARCIAL EMB.OR02;66
3356;7140129-2;PLACA POLICARBONATO BLANCO ILUM.COMPL.1115X910X10;70
3357;7140129-3;PLACA POLICARBONATO BLANCO ILUMINACION COMPLETA 1315X1010X10;91
3358;7140136-2;PLACA POLICARBONATO S/SERIGRAFIA 1310X313X4,5;15
3359;7140136-3;PLACA POLICARBONATO S/SERIGRAFIA 1110X279X4,5;11
3360;7140136-6;PLACA POLICARBONATO S/SERIGRAFIA 1310X334X4,5;16
3361;7140136-7;PLACA POLICARBONATO S/SERIGRAFIA 1110X300X4,5;12
3362;7140141-2;PLACA POLICARBO.CENTRAL BLANCO BOVEDA 1050X482X4,5;18
3363;7140141-3;PLACA POLICARBO.CENTRAL BLANCO BOVEDA 1250X482X4,5;22
3364;7140143-2;PLACA POLICARBONATO S/SERIGRAFIA 1350X208X4,5;10
3365;7140143-3;PLACA POLICARBONATO S/SERIGRAFIA 1150X190X4,5;8
3366;7140166-2;SUPLEMENTO PISADERA PN=50 L=699 CABINA OR02;22
3367;7140166-3;SUPLEMENTO PISADERA PN=50 L=799 CABINA OR02;26
3368;7140166-4;SUPLEMENTO PISADERA PN=50 L=899 CABINA OR02;28
3369;7140166-5;SUPLEMENTO PISADERA PN=50 L=1099 CABINA OR02;31
3370;7140166-6;SUPLEMENTO PISADERA PN=50 L=999 CABINA OR02;29
3371;7140167-2;SUPLEMENTO PISADERA PN=25 L=699 CABINA OR02;12
3372;7140167-3;SUPLEMENTO PISADERA PN=25 L=799 CABINA OR02;15
3373;7140167-4;SUPLEMENTO PISADERA PN=25 L=899 CABINA OR02;17
3374;7140167-5;SUPLEMENTO PISADERA PN=25 L=1099 CABINA OR02;19
3375;7140190-3;PLACA POLICARBONATO COMPACTO LATERAL MODULAR 1110X279X3;42
3376;7140190-4;PLACA POLICARBONATO COMPACTO LATERAL MODULAR 1110X300X3;45
3377;7140190-5;PLACA POLICARBONATO COMPACTO LAT.MODUL.1310X312X3;55
3378;7140190-6;PLACA POLICARBONATO COMPACTO LAT.MODUL.1310X333X3;59
3379;7140194-2;PLACA POLICARBONATO COMPACTO ILU.COMPL.1115X910X3;139
3380;7140194-3;PLACA POLICARBONATO COMPACTO ILUMINACION COMPLETA 1315X1010X3;182
3381;7140249-2;REFLECTOR PARA LUMINARIAS OR02 CH.1X95X470;2
3382;7140249-3;REFLECTOR PARA LUMINARIAS OR02 CHAPA 1X95X625;3
3383;7140249-4;REFLECTOR PARA LUMINARIAS OR02 CHAPA 1X95X1235;6
3384;7140350-1;DINTEL EMBOCADURA CABINA OR02;52
3385;7140353-2;MONTANTE IZQUIERDO CABINA OR02;102
3386;7140370-1;ESCUADRA FIJACION PERF.REMATE PANEL BOTONERA OR02;1
3387;7140371-1;ESCUADRA TOPE PERFILES PANEL DE BOTONERA OR02;1
3388;7140393-2;REFUERZO AMARRE CHASS PERFIL 8X20X40X2 L=960;16
3389;7140393-3;REFUERZO AMARRE CHASS PERFIL 8X20X40X2 L=1160;20
3390;7140407-1;VIDRIO STADIP 6+6 PARED CRITAL OR02;901
3391;7140445-10;REMATE PANEL MANDOS LARGO S/RECUB.ANODIZADO L=2150;42
3392;7140445-2;REMATE PANEL MANDOS LARGO S/RECUB.LACADO L=1950;29
3393;7140445-3;REMATE PANEL MANDOS LARGO S/RECUB.LACADO L=2050;33
3394;7140445-4;REMATE PANEL MANDOS LARGO S/RECUB.LACADO L=2150;33
3395;7140445-8;REMATE PANEL MANDOS LARGO S/RECUB.ANODIZADO L=1950;36
3396;7140445-9;REMATE PANEL MANDOS LARGO S/RECUB.ANODIZADO L=2050;40
3397;7140450-1;PANEL MANDOS LARGO BRAILLE ARCA II BOT.08 OR02;97
3398;7140774-6;RECUBRIMIENTO BASE CAU-02;260
3399;7141100-2;DIFUSOR ENCAPSULADO CABINA 4. GEN L=599mm;25
3400;7141100-3;DIFUSOR ENCAPSULADO CABINA 4. GEN L=899mm;38
3401;7141810-1;CUBRIDOR VENTILADOR TIPO GF-60-450;10
3402;7151905-1;PLACA ZAMAK INSCRIPCION ORONA EN RELIEVE;4
3403;7151965-1;SOPORTE AMARRE PLACAS CHAPA 1X67X145;5
3404;7152094-2;TAPAJUNTAS CABINA TDS PERFIL 2178014X2145;13
3405;7152107-2;REMATE BOTONERA PERFIL 2109027X2180;84
3406;7152107-3;REMATE BOTONERA PERFIL 2109027X2280;102
3407;7152137-1;PLACA FOTOCELULA INO_02.1.2X20X60;2
3408;7152137-2;PLACA FOTOCELULA INOX.P.E.1.2X20X60;1
3409;7152137-3;PLACA FOTOCELULA INOX.LINO 1.2X26X60;1
3410;7152137-6;PLACA FOTOCELULA INOX.GRABADO CUADRADO 1.2X26X60;1
3411;7152137-7;PLACA FOTOCELULA INOX.5 WL 1.2X26X60;1
3412;7152159-1;PLACA FOTOCELULA TELCO INO_02.1.2X26X60;4
3413;7152255-1;ETIQUETA TRANSLUCIDA RESCATEL;1
3414;7157201-1;PERNO CIERRE RED.12X26;53
3415;7157401-1;TUERCA SOPORTE CALIBRE DIAMETRO 20X13;2
3416;7157403-1;TUBO DISTANCIADOR REJILLA DIAMETRO 13X1X51;1
3417;7158773-1;POSTIZO BASE ADAPTACIÓN CABINA CHAPA 3X670X146;38
3418;7158789-1;PISADERA PUER.CC4-880 L=700 LONG=1080;148
3419;7158793-1;POSTIZO BASE ADAPTACIÓN CABINA CHAPA 3X670X196;19
3420;7158807-1;POSTIZO BASE ADAPTACIÓN CABINA CHAPA 3X670X156;33
3421;7158811-1;PISADERA CC-890 L=800 PERF.2160025X1600;252
3422;7158814-1;PISADERA CD-890 L=700 IZQUIERDA 2160024X1100;127
3423;7158815-1;PISADERA CD-890 L=800 DCHA.2160024X1250;58
3424;7164304-1;TORNILLO BISAGRA HEXAGONAL 18X61;5
3425;7164305-1;CASQUILLO APOYO BISAGRA CAL.15X11;2
3426;7164540-1;SOPORTE REGULADOR CHAPA 112X30X2 BANDA 30;1
3427;7164550-1;FIJADOR REGULADOR CHAPA 30X30X2 BANDA 30;1
3428;7164560-1;REGULADOR CIERRE HEXAGONAL 14X100;1
3429;7171022-1;PERNO CERROJO L DE 10X39;7
3430;7171023-1;"""""""PLAQUITA BLOQ.CERR.""""""""L"""""""" 40X13,5X2,5""""""";2
3431;7181261-1;PANTALLA 1V=0,7 C/D-831 2X105X650;6
3432;7181268-1;TOPE ACCIONADOR L=135 CALIB.8,98X135;19
3433;7181271-1;SOPORTE INTERR/ACCI. G=T-65/70 6X40X413;5
3434;7181360-1;PANTALLA MAGN.CA-0.71 UN.REL.1V OR.V3F 2.5X94X1500;79
3435;7181362-1;PANTALLA MAGN.C/D-831 UN.REL.1V V3F 2,5X104X1500;40
3436;7181364-1;PANTALLA CAPTADOR ARCA LONG.600 MM;7
3437;7181560-1;SOPORTE INTERRUPTOR MAGNETICO CHAPA 2. 5X70X110;22
3438;7190206-1;SOPORTE FIJACIÓNGUIA ADAPTACION CB-800 3X70X323;3
3439;7190665-1;CHAPA SUJECION MULTIPLE CH.5X25X98;2
3440;7232015-1;EJE REDUCTOR 13X48 PUERTA TELESCOPICA PISO AT-78;3
3441;7242201-1;EJE GRUPO POLEA CONTRAPESO PUERTA PISO HEXAGONAL 13X38;51
3442;7243521-1;BULON CARRO SUPERIOR CB-800 HEXAGONAL 13X243;3
3443;7243654-1;RUEDA NYLON M=1,50 Z=90 CB-800;422
3444;7243725-1;SOPORTE ADAPTACIÓN INDICADOR DIGITAL CB-800 3X80X204;4
3445;7244035-1;SOPORTE DE LEVA CH3X160X188;4
3446;7244044-1;RESBALON CHAPA 2,5X53X285;25
3447;7252401-1;CUERPO PATIN P.A.TIPO 800 60X57,5X2;21
3448;7253303-1;PISADERA PUERTA COMPACT 54X1440 AUTO-AUT0 PL=700;36
3449;7253303-2;PISADERA PUERTA COMPACT 54X1640 AUTO-AUT0 PL=800;41
3450;7253303-3;PISADERA PUERTA COMPACT 54X1840 AUTO-AUT0 PL=900;46
3451;7253303-4;PISADERA PUERTA COMPACT 54X2040 AUTO-AUT0 PL=1000;51
3452;7253303-5;PISADERA PUERTA COMPACT 54X2240 AUTO-AUT0 PL=1100;56
3453;7253362-1;PISADERA 90X1090 AUTO-AUTO PL=700;49
3454;7253362-2;PISADERA 90X1240 AUTO-AUTO PL=800;56
3455;7253362-3;PISADERA 90X1390 AUTO-AUTO PL=900;63
3456;7253362-4;PISADERA 90X1540 AUTO-AUTO PL=1000;69
3457;7253362-5;PISADERA 90X1690 AUTO-AUTO PL=1100;75
3458;7253392-1;CABLE BRAZO PORTA-RUEDAS PUERTA CABINA CENTRAL 4HOJAS PL=800 L=810;4
