codigo;numeracion;denominacion;VENTA UNIDAD
3224;7040662-1;EJE RUEDA HELICOIDAL 70X349 MAQUIN.0-130;109
3225;7040663-1;EJE LENTO O-130A RED.70X486;143
3226;7040715-1;CASQUILLO EJE LENTO MAQUINA O-130;192
3227;7040727-1;SOPORTE CAPOTA POLEA O-130 CHAPA 3X356X434;18
3228;7040902-1;EJE BRAZO FRENO DIAMETRO 10 X 80;9
3229;7040950-1;SOPORTE EXTERIOR O-130A;45
3230;7040951-1;TAPA SOPORTE EXTERIOR O-130A;4
3231;7040952-1;TAPA SOPORTE LADO POLEA O-130A;5
3232;7040956-1;POLEA TRACCION 375-5/9 O-130A;332
3233;7040957-1;POLEA TRACCION 375-4/9 O-130A;332
3234;7040958-1;POLEA TRACCION DIAMETRO 600-3/11 O-130A;539
3235;7040962-1;POLEA TRACCION DIAM.500-3/8 (V=40) O130;458
3236;7040964-1;POLEA TRACCION DIAMETRO 500-4/8 (V=40);458
3237;7040965-1;POLEA TRACCION DIAMETRO 550-4/8 (V=40);381
3238;7041100-1;CASQUILLO PARA EJE SIN-FIN 56X45X70;67
3239;7041105-1;ARANDELA SEGURIDAD POLEA CHAPA 1X72X50;3
3240;7041230-1;PROTECCION POLEA O-140 CHAPA 1,5X360X502;41
3241;7041254-1;POLEA TRACCION DIAMETRO 340-5/8 (B=85);335
3242;7041255-1;POLEA TRACCION DIAMETRO 340-6/8 (B=85);335
3243;7041256-1;BRAZO FRENO LADO POLEA O-140;35
3244;7041256-2;BRAZO FRENO LADO TAPA O-140;35
3245;7041257-1;EJE BRAZO FRENO O-140 HEXAGONAL 26X104;9
3246;7041259-1;TAPA EJE LENTO O-140;165
3247;7041274-1;CASQUILLO CARCASA MAQUINA O-140;213
3248;7041317-1;POLEA TRACCION DIAMETRO 166 4/6,5 M33 OPT320,450 Kg;95
3249;7041318-1;POLEA TRACCION DIAMETRO 166 5/6,5 M33 OPT 630 Kg;95
3250;7041319-1;POLEA TRACCION DIAM.166 6/6,5 M33 OPT 800,1000KG;93
3251;7041322-1;PROTECCION POLEA GEARLESS Q<=630 CHAPA 2,5X200X275;15
3252;7041339-1;TAPA AMARRE ENCODER MAQUINA GEARLESS M33 OPTIMIZADO;19
3253;7041349-1;PROTECCION POLEA GEARLESS Q>1000 CHAPA 2X200X324;13
3254;7060657-1;EJE POLEA DESVIO DIAM.45X127;52
3255;7060677-1;CASQUILLO POLEA TUBO 90X37,5;34
3256;7060678-1;EJE DE POLEA DESVIO DIAMETRO 75X240;255
3257;7060720-1;EJE 4/8-4/9 SOPORTE FUNDICION D.45X220;149
3258;7060830-1;SOPORTE DE POLEA DESVIO 3/11;273
3259;7070425-1;EJE POLEA DIAMETRO 70X285;284
3260;7070698-1;PROTECTOR DERECHO POLEA DESVIO O-170 CHAPA 1,5X234X250;3
3261;7090063-1;SOPORTE LLANTA 90X8X180 CHASIS C-0,65;36
3262;7090395-1;ROZADERA FRONT.25X25X203 DESL.TIPO A/0,6;165
3263;7090424-1;ROZADERA LATERAL 30X20X159 DESLIZ.CH.C-2,5;86
3264;7090425-1;ROZADERA FRONT.20X20X159 DESLIZ.CH.C-2,5;105
3265;7090434-1;ROZADERA LATERAL 37X20X203 DESLIZ.SUPERIOR C-4;180
3266;7091404-1;EJE POLEA DESVIO DIAMETRO 70X235;159
3267;7092062-1;CALCE PES. ORONA CHAPA 1X50X50;0
3268;7092372-1;SOPORTE CAPTADOR D-5000 CHAPA 3X185X250;5
3269;7092917-1;DESLIZADERA CHASIS AH-920;12
3270;7092971-1;SOPORTE ENGRASADOR G-9 CHAPA 1,5X100X154;5
3271;7093055-1;CAPOTA INFERIOR P. 450 D-832 CHAPA 1,5X490X913;25
3272;7093056-1;CAPOTA SUPERIOR P. 450 D-832 CHAPA 1,5X344X490;10
3273;7093261-1;SOPORTE ENGRASADOR CH.1,5X90X101;5
3274;7093606-1;ZAPATA ESTRIADA PARACAIDAS B9/B16 PLUS;64
3275;7093767-1;CALCE CHASIS CH.1X120X144;1
3276;7093770-1;PERFIL PROTECTOR DE CABLES M33;2
3277;7093789-1;SOPORTE ENGRASADOR/CAPTADOR M33 CH.3X174,34X250;22
3278;7093799-1;TUBO ANTISALIDA CABLES DIAM.18X72;6
3279;7093799-10;TUBO ANTISALIDA CABLES DIAMETRO 18X138;14
3280;7093799-2;TUBO ANTISALIDA CABLES DIAM.18X84;7
3281;7093799-3;TUBO ANTISALIDA CABLES DIAMETRO 18X88;10
3282;7093799-4;TUBO ANTISALIDA CABLES DIAMETRO 18X110;11
3283;7093799-5;TUBO ANTISALIDA CABLES DIAM.18X156;10
3284;7093799-6;TUBO ANTISALIDA CABLES DIAMETRO 18X160;13
3285;7093799-7;TUBO ANTISALIDA CABLES DIAMETRO 18X102;10
3286;7093799-8;TUBO ANTISALIDA CABLES DIAMETRO 18X68;11
3287;7093799-9;TUBO ANTISALIDA CABLES DIAMETRO 18X199;16
3288;7093916-1;ELEMENTO DESLIZANTE C-10;62
3289;7094055-1;EJE POLEA DESVIO DIAM.55X415;174
3290;7094275-1;DESLIZADERA CHASIS LATERAL;20
3291;7094406-1;PLACA IMPACTO BUFFER.CH.6X100X120;7
3292;7094458-1;EJE ACCIONAM.BARRA ACUÑAM.CHASIS M33 OPT;60
3293;7094473-1;PROTECTOR ACEITE ENGRASE GUIAS CHAPA 1,5X201,5X314;14
3294;7094478-1;PROTECTOR ACEITE GUIAS CHASIS CABINA M33 CONFORT;2
3295;7100442-1;VASO APRIETAMUELLE 11 DIAMETRO 50X110;14
3296;7100621-1;PLACA LLANTA 160X12X110 CHASIS CONTRAPESO;65
3297;7103004-1;EJE POLEA DESVIO CHAS.CONT.DIAM.45X372;142
3298;7103011-1;PLACA CABLES CHASIS CONTRAPESO 12X160X112;8
3299;7103152-1;EJE SEPARADOR ANTISALIDA CABLES DIAM.14X78;6
3300;7103152-10;EJE SEPARADOR ANTISALIDA CABLES DIAMETRO 14X205;18
3301;7103152-11;EJE SEPARADOR ANTISALIDA CABLES DIAMETRO 14X144;14
3302;7103152-2;EJE SEPARADOR ANTISALIDA CABLES DIAM.14X90;6
3303;7103152-3;EJE SEPARADOR ANTISALIDA CABLES DIAMETRO 14X94;9
3304;7103152-5;EJE SEPARADOR ANTISALIDA CABLES DIAM.14X162;11
3305;7103152-6;EJE SEPARADOR ANTISALIDA CABLES DIAMETRO 14X166;16
3306;7103152-7;EJE SEPARADOR ANTISALIDA CABLES DIAM.14X82;6
3307;7103152-8;EJE SEPARADOR ANTISALIDA CABLES DIAMETRO 14X108;9
3308;7103152-9;EJE SEPARADOR ANTISALIDA CABLES DIAMETRO 14X74;8
3309;7103156-1;CAPOTA SUPERIOR DIAM.450 CH.1,5X247X409;6
3310;7103156-2;CAPOTA SUPERIOR DIAM.450 CH.1,5X312X409;7
3311;7103565-1;EJE POLEA DESVIO CHAS.CONT.DIAM.45X174;40
3312;7103674-1;REFUERZO DESLIZADERA CONTR.P-35 CH.2,5X55X59;0
3313;7103990-1;EJE POLEA DESVIO CHAS.CONT.DIAM.55X204;101
3314;7104006-1;PLACA TOPE MUELLES M33 EXT.POLIAMIDA 25X150X150;63
3315;7104116-1;EJE DE POLEA DESVIO DIAMETRO 70X262;222
3316;7110052-1;CAPOTA LIMITADOR L-250 250x171x1,5;15
3317;7110096-1;CAPOTA DE PLASTICO LIMITADOR L-250;21
3318;7110345-1;CALCE CAPERUZA LIMITADOR ALJO CH.1X150X196;1
3319;7110584-1;CAPOTA POLEA TENSORA CHAPA 1X103X180;7
3320;7110599-1;CAPOTA POLEA TENSORA CHAPA 1X161X280;38
3321;7120034-1;CHAPA AMARRE PATIN CH.5X110X130;3
3322;7140005-1;REMATE PANEL DE MANDOS LARGO C/ RECUBBRIMIENTO ANODIZADO L=2150;23
3323;7140005-10;REMATE PANEL MANDOS LARGO  C- RECUB. ANODIZADO L=2150;33
3324;7140005-10;REMATE PANEL MANDOS LARGO C/RECUB.ANODIZADO L=2150;25
3325;7140005-2;REMATE PANEL MANDOS LARGO C/RECUB.LACADO L=1950;16
3326;7140005-3;REMATE PANEL MANDOS LARGO C/RECUB.LACADO L=2050;19
3327;7140005-4;REMATE PANEL MANDOS LARGO C/RECUB.LACADO L=2150;20
3328;7140005-6;REMATE PANEL MANDOS CORTO C/RECUB.LACADO L=1665,5;16
3329;7140005-8;REMATE PANEL MANDOS LARGO C/RECUB.ANODIZADO L=1950;21
3330;7140005-9;REMATE PANEL MANDOS LARGO C/RECUB.ANODIZADO L=2050;24
3331;7140017-1;ESCUADRA FIJACION REMATE BOT.OR02;1
3332;7140018-1;PAPEL INSCRIPCION CLIENTE ORONA OR02;1
3333;7140018-2;PAPEL INSCRIPCION CLIENTE PECRES OR02;1
3334;7140018-3;PAPEL INSCRIPCION CLIENTE BALEAR OR02;1
3335;7140018-4;PAPEL INSCRIPCION FIRE SERVICE CONTROL OR02;1
3336;7140018-6;PAPEL INSCRIPCION PRESS ALARM BUTTON OR02;1
3337;7140018-7;PAPEL INSCRIPCION OBSERV.ESPECIALES OR02;1
3338;7140057-10;REMATE MELAMINA LACADO MANGANESO OR02 L=1063;8
3339;7140057-11;REMATE MELAMINA LACADO MANGANESO OR02 L=1207;9
3340;7140057-12;REMATE MELAMINA LACADO MANGANESO OR02 L=1213;9
3341;7140057-13;REMATE MELAMINA LACADO MANGANESO OR02 L=1257;9
3342;7140057-14;REMATE MELAMINA LACADO MANGANESO OR02 L=1363;10
3343;7140057-4;REMATE MELAMINA LACADO MANGANESO OR02 L=217;2
3344;7140057-5;REMATE MELAMINA LACADO MANGANESO OR02 L=768;6
3345;7140057-6;REMATE MELAMINA LACADO MANGANESO OR02 L=917;7
3346;7140057-7;REMATE MELAMINA LACADO MANGANESO OR02 L=943;7
3347;7140057-8;REMATE MELAMINA LACADO MANGANESO OR02 L=1043;8
3348;7140058-3;CANTONERA OR02 HC=2300 H=2221 LACADO MANGANESE;17
3349;7140058-5;CANTONERA OR02 HC=2200 H=2121 ANODIZADO INOXIDABLE;22
3350;7140059-1;SOPORTE APOYO PAÑOS INFERIOR SIN PLEGAR OR02;1
3351;7140060-1;SOPORTE APOYO PAÑOS INFERIOR PLEGADO OR02;3
3352;7140061-1;SOPORTE APOYO PAÑOS SUPERIOR SIN PLEGAR OR02;1
3353;7140062-1;SOPORTE APOYO PAÑOS SUPERIOR PLEGADO OR02;2
3354;7140063-1;SOPORTE APOYO CUBRIDOR BOTONERA PLEGADO OR02;2
3355;7140071-8;RECUBRIMIENTO MELAMINA LATE.PARCIAL EMB.OR02;53
3356;7140129-2;PLACA POLICARBONATO BLANCO ILUM.COMPL.1115X910X10;56
3357;7140129-3;PLACA POLICARBONATO BLANCO ILUMINACION COMPLETA 1315X1010X10;73
3358;7140136-2;PLACA POLICARBONATO S/SERIGRAFIA 1310X313X4,5;12
3359;7140136-3;PLACA POLICARBONATO S/SERIGRAFIA 1110X279X4,5;9
3360;7140136-6;PLACA POLICARBONATO S/SERIGRAFIA 1310X334X4,5;13
3361;7140136-7;PLACA POLICARBONATO S/SERIGRAFIA 1110X300X4,5;10
3362;7140141-2;PLACA POLICARBO.CENTRAL BLANCO BOVEDA 1050X482X4,5;15
3363;7140141-3;PLACA POLICARBO.CENTRAL BLANCO BOVEDA 1250X482X4,5;17
3364;7140143-2;PLACA POLICARBONATO S/SERIGRAFIA 1350X208X4,5;8
3365;7140143-3;PLACA POLICARBONATO S/SERIGRAFIA 1150X190X4,5;6
3366;7140166-2;SUPLEMENTO PISADERA PN=50 L=699 CABINA OR02;18
3367;7140166-3;SUPLEMENTO PISADERA PN=50 L=799 CABINA OR02;21
3368;7140166-4;SUPLEMENTO PISADERA PN=50 L=899 CABINA OR02;23
3369;7140166-5;SUPLEMENTO PISADERA PN=50 L=1099 CABINA OR02;25
3370;7140166-6;SUPLEMENTO PISADERA PN=50 L=999 CABINA OR02;23
3371;7140167-2;SUPLEMENTO PISADERA PN=25 L=699 CABINA OR02;10
3372;7140167-3;SUPLEMENTO PISADERA PN=25 L=799 CABINA OR02;12
3373;7140167-4;SUPLEMENTO PISADERA PN=25 L=899 CABINA OR02;13
3374;7140167-5;SUPLEMENTO PISADERA PN=25 L=1099 CABINA OR02;16
3375;7140190-3;PLACA POLICARBONATO COMPACTO LATERAL MODULAR 1110X279X3;34
3376;7140190-4;PLACA POLICARBONATO COMPACTO LATERAL MODULAR 1110X300X3;36
3377;7140190-5;PLACA POLICARBONATO COMPACTO LAT.MODUL.1310X312X3;44
3378;7140190-6;PLACA POLICARBONATO COMPACTO LAT.MODUL.1310X333X3;47
3379;7140194-2;PLACA POLICARBONATO COMPACTO ILU.COMPL.1115X910X3;111
3380;7140194-3;PLACA POLICARBONATO COMPACTO ILUMINACION COMPLETA 1315X1010X3;145
3381;7140249-2;REFLECTOR PARA LUMINARIAS OR02 CH.1X95X470;2
3382;7140249-3;REFLECTOR PARA LUMINARIAS OR02 CHAPA 1X95X625;2
3383;7140249-4;REFLECTOR PARA LUMINARIAS OR02 CHAPA 1X95X1235;5
3384;7140350-1;DINTEL EMBOCADURA CABINA OR02;41
3385;7140353-2;MONTANTE IZQUIERDO CABINA OR02;81
3386;7140370-1;ESCUADRA FIJACION PERF.REMATE PANEL BOTONERA OR02;1
3387;7140371-1;ESCUADRA TOPE PERFILES PANEL DE BOTONERA OR02;1
3388;7140393-2;REFUERZO AMARRE CHASS PERFIL 8X20X40X2 L=960;13
3389;7140393-3;REFUERZO AMARRE CHASS PERFIL 8X20X40X2 L=1160;16
3390;7140407-1;VIDRIO STADIP 6+6 PARED CRITAL OR02;721
3391;7140445-10;REMATE PANEL MANDOS LARGO S/RECUB.ANODIZADO L=2150;33
3392;7140445-2;REMATE PANEL MANDOS LARGO S/RECUB.LACADO L=1950;24
3393;7140445-3;REMATE PANEL MANDOS LARGO S/RECUB.LACADO L=2050;26
3394;7140445-4;REMATE PANEL MANDOS LARGO S/RECUB.LACADO L=2150;26
3395;7140445-8;REMATE PANEL MANDOS LARGO S/RECUB.ANODIZADO L=1950;29
3396;7140445-9;REMATE PANEL MANDOS LARGO S/RECUB.ANODIZADO L=2050;32
3397;7140450-1;PANEL MANDOS LARGO BRAILLE ARCA II BOT.08 OR02;78
3398;7140774-6;RECUBRIMIENTO BASE CAU-02;208
3399;7141100-2;DIFUSOR ENCAPSULADO CABINA 4. GEN L=599mm;20
3400;7141100-3;DIFUSOR ENCAPSULADO CABINA 4. GEN L=899mm;30
3401;7141810-1;CUBRIDOR VENTILADOR TIPO GF-60-450;8
3402;7151905-1;PLACA ZAMAK INSCRIPCION ORONA EN RELIEVE;3
3403;7151965-1;SOPORTE AMARRE PLACAS CHAPA 1X67X145;4
3404;7152094-2;TAPAJUNTAS CABINA TDS PERFIL 2178014X2145;11
3405;7152107-2;REMATE BOTONERA PERFIL 2109027X2180;67
3406;7152107-3;REMATE BOTONERA PERFIL 2109027X2280;81
3407;7152137-1;PLACA FOTOCELULA INO_02.1.2X20X60;2
3408;7152137-2;PLACA FOTOCELULA INOX.P.E.1.2X20X60;0
3409;7152137-3;PLACA FOTOCELULA INOX.LINO 1.2X26X60;1
3410;7152137-6;PLACA FOTOCELULA INOX.GRABADO CUADRADO 1.2X26X60;1
3411;7152137-7;PLACA FOTOCELULA INOX.5 WL 1.2X26X60;1
3412;7152159-1;PLACA FOTOCELULA TELCO INO_02.1.2X26X60;3
3413;7152255-1;ETIQUETA TRANSLUCIDA RESCATEL;0
3414;7157201-1;PERNO CIERRE RED.12X26;43
3415;7157401-1;TUERCA SOPORTE CALIBRE DIAMETRO 20X13;2
3416;7157403-1;TUBO DISTANCIADOR REJILLA DIAMETRO 13X1X51;0
3417;7158773-1;POSTIZO BASE ADAPTACIÓN CABINA CHAPA 3X670X146;31
3418;7158789-1;PISADERA PUER.CC4-880 L=700 LONG=1080;118
3419;7158793-1;POSTIZO BASE ADAPTACIÓN CABINA CHAPA 3X670X196;15
3420;7158807-1;POSTIZO BASE ADAPTACIÓN CABINA CHAPA 3X670X156;26
3421;7158811-1;PISADERA CC-890 L=800 PERF.2160025X1600;201
3422;7158814-1;PISADERA CD-890 L=700 IZQUIERDA 2160024X1100;101
3423;7158815-1;PISADERA CD-890 L=800 DCHA.2160024X1250;46
3424;7164304-1;TORNILLO BISAGRA HEXAGONAL 18X61;4
3425;7164305-1;CASQUILLO APOYO BISAGRA CAL.15X11;0
3426;7164540-1;SOPORTE REGULADOR CHAPA 112X30X2 BANDA 30;0
3427;7164550-1;FIJADOR REGULADOR CHAPA 30X30X2 BANDA 30;0
3428;7164560-1;REGULADOR CIERRE HEXAGONAL 14X100;1
3429;7171022-1;PERNO CERROJO L DE 10X39;5
3430;7171023-1;"""""""PLAQUITA BLOQ.CERR.""""""""L"""""""" 40X13,5X2,5""""""";0
3431;7181261-1;PANTALLA 1V=0,7 C/D-831 2X105X650;5
3432;7181268-1;TOPE ACCIONADOR L=135 CALIB.8,98X135;15
3433;7181271-1;SOPORTE INTERR/ACCI. G=T-65/70 6X40X413;4
3434;7181360-1;PANTALLA MAGN.CA-0.71 UN.REL.1V OR.V3F 2.5X94X1500;63
3435;7181362-1;PANTALLA MAGN.C/D-831 UN.REL.1V V3F 2,5X104X1500;32
3436;7181364-1;PANTALLA CAPTADOR ARCA LONG.600 MM;5
3437;7181560-1;SOPORTE INTERRUPTOR MAGNETICO CHAPA 2. 5X70X110;18
3438;7190206-1;SOPORTE FIJACIÓNGUIA ADAPTACION CB-800 3X70X323;2
3439;7190665-1;CHAPA SUJECION MULTIPLE CH.5X25X98;2
3440;7232015-1;EJE REDUCTOR 13X48 PUERTA TELESCOPICA PISO AT-78;2
3441;7242201-1;EJE GRUPO POLEA CONTRAPESO PUERTA PISO HEXAGONAL 13X38;41
3442;7243521-1;BULON CARRO SUPERIOR CB-800 HEXAGONAL 13X243;3
3443;7243654-1;RUEDA NYLON M=1,50 Z=90 CB-800;338
3444;7243725-1;SOPORTE ADAPTACIÓN INDICADOR DIGITAL CB-800 3X80X204;3
3445;7244035-1;SOPORTE DE LEVA CH3X160X188;3
3446;7244044-1;RESBALON CHAPA 2,5X53X285;20
3447;7252401-1;CUERPO PATIN P.A.TIPO 800 60X57,5X2;17
3448;7253303-1;PISADERA PUERTA COMPACT 54X1440 AUTO-AUT0 PL=700;29
3449;7253303-2;PISADERA PUERTA COMPACT 54X1640 AUTO-AUT0 PL=800;33
3450;7253303-3;PISADERA PUERTA COMPACT 54X1840 AUTO-AUT0 PL=900;37
3451;7253303-4;PISADERA PUERTA COMPACT 54X2040 AUTO-AUT0 PL=1000;40
3452;7253303-5;PISADERA PUERTA COMPACT 54X2240 AUTO-AUT0 PL=1100;45
3453;7253362-1;PISADERA 90X1090 AUTO-AUTO PL=700;39
3454;7253362-2;PISADERA 90X1240 AUTO-AUTO PL=800;45
3455;7253362-3;PISADERA 90X1390 AUTO-AUTO PL=900;50
3456;7253362-4;PISADERA 90X1540 AUTO-AUTO PL=1000;55
3457;7253362-5;PISADERA 90X1690 AUTO-AUTO PL=1100;60
3458;7253392-1;CABLE BRAZO PORTA-RUEDAS PUERTA CABINA CENTRAL 4HOJAS PL=800 L=810;4
3459;7253392-2;CABLE BRAZO PORTA-RUEDAS PUERTA CABINA CENTRAL 4HOJAS PL=700 L=760;3
3460;7253392-5;CABLE BRAZO PORTA-RUEDAS P.CA. C.4H.PL=1000 L=1010;1
3461;7253393-1;CABLE LADOS OPERADOR PUERTA CABINA CENTRAL 4 HOJASPL=800 L=2480;7
3462;7253393-2;CABLE LADOS OPERADOR PUERTA CABINA CENTRAL 4 HOJAS PL=700 L=2180;7
3463;7253393-5;CABLE LADOS OPUESTOS PUERTA CABINA CENTRAL 4HOJAS PL=1000;10
3464;7253394-1;CABLE LADOS OPERADOR PUERTA RELLANO CENT. 4H.PL=800 L=2580;7
3465;7253394-2;CABLE LADOS OPERADOR PUERTA RELLANO CENT. 4H.PL=700 L=2280;7
3466;7253394-3;CABLE LADOS OPUESTOS PUERTA RELLANO CENTRAL 4H.PL=600;4
3467;7253394-5;CABLE LADOS OPUESTOS PUERTA RELLANO CENTRAL 4H.PL=1000;8
3468;7253395-1;CABLE BRAZO PORTA-RUEDAS P.CENT. 4H.PL=800 L=760;3
3469;7253395-2;CABLE BRAZO PORTA-RUEDAS P.CENT. 4H.PL=700 L=710;3
3470;7253395-3;CABLE BRAZO PORTA-RUEDAS PUERTA CENTRAL 4H.PL=600;33
3471;7253395-5;CABLE BRAZO PORTA-RUEDAS PUERTA CENTRAL 4H.PL=1000;10
3472;7253454-1;CABLE SINCRONIZACION TELESCOPICA 2HOJAS L=2580;7
3473;7253454-2;CABLE DE SINCRONIZACION PUERTA CABINA CENTRAL L=2780;8
3474;7253454-3;CABLE DE SINCRONIZACION PUERTA CABINA CENTRAL L=2980;8
3475;7253454-4;CABLE DE SINCRONIZACION PUERTA CABINA CENTRAL L=3180;8
3476;7253454-5;CABLE DE SINCRONIZACION PUERTA CABINA CENTRAL L=3380;9
3477;7253460-1;BASE AMARRACABLES LADOS OPUESTOS CHAPA 3X20X47;0
3478;7253461-1;CABLE SINCRONIZ.LADOS OP. PU. C. 2H PL-700 L=2770;15
3479;7253461-10;CABLE SINCRONIZACIÓN LADOS OPERADOR PUERTA CON 2 HOJAS PL-1100 L=3280;9
3480;7253461-2;CABLE SINCRONIZACIÓN LADOS OPERADOR PUERTA CON 2 HOJAS PL-800 L=3170;9
3481;7253461-3;CABLE SINCRONIZACIÓN LADOS OPERADOR PUERTA CON 2 HOJAS PL-900 L=3570;16
3482;7253461-4;CABLE SINCRONIZ.LADOS OP. PU. C. 2H PL-1000 L=3970;18
3483;7253461-5;CABLE SINCRONIZ.LADOS OP. PU. C. 2H PL-1000 L=4370;7
3484;7253461-6;CABLE SINCRONIZACIÓN LADOS OPERADOR PUERTA CON 2 HOJAS PL-700 L=2480;9
3485;7253461-7;CABLE SINCRONIZACIÓN LADOS OPERADOR PUERTA CON 2 HOJAS PL-800 L=2680;9
3486;7253461-8;CABLE SINCRONIZACIÓN LADOS OPERADOR PUERTA CON 2 HOJAS PL-900 L=2880;9
3487;7253461-9;CABLE SINCRONIZACIÓN LADOS OPERADOR PUERTA CON 2 HOJAS PL-1000 L=3080;10
3488;7253681-1;EJE EXCENTRICO RUEDA INFERIOR CAL.20X42;11
3489;7253821-1;RUEDA TRASLACION CERROJO TIPO 801;2
3490;7253881-1;CONTRAPESO DIAMETRO 28X330;35
3491;7254091-1;SOPORTE MICRO.CARRO CC-801 CHAPA 3X30X150;1
3492;7254092-1;SOPORTE TENSOR CAR.CC-801 CHAPA 3X20X162;0
3493;7254093-1;SOPORTE TENSOR CAR.CD-801 CHAPA 3X20X162;0
3494;7254191-1;POLEA MOTOR;51
3495;7254441-1;PATIN ARRASTRADOR DERECHO CC-800 AL.;32
3496;7254442-1;BRAZO ALUMINIO ARRASTRADOR DERECHO CC-800;11
3497;7254444-1;BULON TOPE EX.13X35 ARRASTRAD.DERECHO CC-800;2
3498;7254446-1;BULON ENGARCE ARRASTRE DERECHO CC-800 EX.18X48;3
3499;7254447-1;BULON RUED.RETRO.ARRASTR.CC-800 EX.18X76;70
3500;7254451-1;SOPORTE RUEDA ARRASTR.IZQUIERDO CC-800 120X100X4;2
3501;7254721-1;POLEA PUERTA CC-800;78
3502;7254891-1;POLEA GRUPO MOTOR CC-801 DIAMETRO 42X54;101
3503;7254892-1;POLEA GRUPO MOTOR CD-801 DIAMETRO 50X54;8
3504;7254901-1;POLEA GRUPO MOTOR CC-800 DIAMETRO 42X68;95
3505;7254902-1;POLEA GRUPO MOTOR CD-800 DIAMETRO 50X68;20
3506;7256912-1;APOYO TUBO COM.CC-800 CHAPA 2X50X149;1
3507;7259016-1;SOPORTE FOTOC.MOVIL DE.2X200X141 1250X1250;2
3508;7260150-1;CARTELA PM-300 PN=25 PI=70 CABINA NPE;37
3509;7260212-1;SOPORTE CON.CAR.I.CD-800 120X104X3 1000X1000;2
3510;7260222-1;SOPORTE CON.CAR.D.CD-800 120X104X3 1000X1000;2
3511;7261513-1;CABLE SINCRONIZACION TELESCOPICA 2HOJAS L=1280;5
3512;7261513-2;CABLE SINCRONIZACION TELESCOPICA 2HOJAS L=1180;5
3513;7261513-3;CABLE SINCRONIZACION TELESCOPICA 2H. L=1380;7
3514;7261513-4;CABLE SINCRONIZACION TELESCOPICA 2HOJAS L=1480;7
3515;7261513-5;CABLE SINCRONIZACION TELESC.2H.L=1580;9
3516;7261513-6;CABLE SINCRONIZACION TELESCOPICA 2HOJAS L=1080;5
3517;7261519-1;CARTELA OPERADOR;10
3518;7261571-1;BRAZO PORTA-RUEDAS PL=800 CH.2,5X44,5X605;3
3519;7261571-2;BRAZO PORTA-RUEDAS PL=700 CH.2,5X44,5X555;3
3520;7261571-3;BRAZO PORTA-RUEDAS PL=900 CH.2,5X44,5X655;3
3521;7261575-1;BASE SUJECION CABLE CABEZAL CHAPA 2,5X27X92;2
3522;7261580-1;ESCUADRA FIJACION MARCO CHAPA 5X80X250;7
3523;7261624-2;PORTA PATIN GUIA PU.CAB.700 PI.70 CH.2,5X65X316;2
3524;7261647-3;SOPORTE APERTURA OPERADOR IZQ.;22
3525;7261720-2;FALDON PUERTA PL=800 CHAPA 1X313X850;21
3526;7261757-1;ESCUADRA FIJACION MARCO PAP>110 CHAPA 5X80X290;12
3527;7261788-1;ZARPA SUPERIOR IZQUIERDA AH<=1600 L=1097.5;17
3528;7261788-2;ZARPA SUPERIOR DERECHA AH<=1600 L=1097.5;20
3529;7261788-3;ZARPA SUPERIOR IZQUIERDA AH<=1900 L=1247.5;22
3530;7261788-4;ZARPA SUPERIOR DERECHO AH<=1900 L=1247.5;22
3531;7261788-5;ZARPA SUPERIOR IZQUIERDA AH<=2400 L=1547.5;25
3532;7261788-6;ZARPA SUPERIOR DERECHA AH<=2400 L=1547.5;25
3533;7261859-1;PISADERA L=700 PD-890 I.PER.2160024X1196;204
3534;7261875-1;PISADERA L=800 PD-890 I.PER.2160024X1346;223
3535;7261876-1;PISADERA L=800 PD-890 D.PER.2160024X1346;223
3536;7262306-1;PLACA PORTA-RUEDAS PL=700 COMPACT;11
3537;7262306-11;PLACA PORTA-RUEDAS PL=750 COMPACT;15
3538;7262306-2;PLACA PORTA-RUEDAS PL=800 COMPACT;11
3539;7262306-3;PLACA PORTA-RUEDAS PL=900 COMPACT;13
3540;7262306-4;PLACA PORTA-RUEDAS PL=1000 COMPACT;13
3541;7262306-5;PLACA PORTA-RUEDAS PL=1100 COMPACT;14
3542;7262312-1;BRAZO PORTA-RUEDAS PL=700 COMPACT;6
3543;7262312-2;BRAZO PORTA-RUEDAS PL=800 COMPACT;6
3544;7262312-3;BRAZO PORTA-RUEDAS PL=900 COMPACT;6
3545;7262312-4;BRAZO PORTA-RUEDAS PL=1000 COMPACT;7
3546;7262312-5;BRAZO PORTA-RUEDAS PL=1100 COMPACT;7
3547;7262325-11;TAPAJUNTAS VERTICAL IZDA.A=60 CHAPA 1X157X2246;20
3548;7262325-12;TAPAJUNTAS VERTICAL IZDA.A=60 INO_01.1X157X2246;47
3549;7262325-13;TAPAJUNTAS VERTICAL IZDA.A=60 INO_02.1X157X2246;56
3550;7262325-14;TAPAJUNTAS VERTICAL DCHA.A=60 CHAPA 1X157X2246;20
3551;7262325-15;TAPAJUNTAS VERTICAL DCHA.A=60 INO_01.1X157X2246;47
3552;7262325-16;TAPAJUNTAS VERTICAL DCHA.A=60 INO_02.1X157X2246;56
3553;7262325-17;TAPAJUNTAS VERTICAL IZDA.A=100 CHAPA 1X197X2246;26
3554;7262325-18;TAPAJUNTAS VERTICAL IZDA.A=100 INO_01.1X197X2246;60
